,track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,mode,speechiness,acousticness,liveness,valence,tempo,duration_ms
35,4sLtguRBis05qfsBgJ1IdN,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,55,3E3l9Ae226bVoSwoPNuwWv,Love Me Less (Remixes),2019-06-21,Pop Remix,pop,dance pop,0.75,0.83,1,1,0.12,0.08,0.08,0.89,128.02,185273
36,508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,59,44iw4l4Syoi5HZgCQzNSKJ,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,pop,dance pop,0.82,0.83,5,1,0.05,0.13,0.06,0.79,122.03,170164
37,7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,3Yb3f9PL7aBpjuJPyiV0ot,Side Effects - Remixes,2018-07-25,Pop Remix,pop,dance pop,0.63,0.85,0,0,0.04,0.04,0.43,0.66,126.03,172360
38,6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,67,1r4KIEhxQJ7o3b5Fbv2sRe,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,Pop Remix,pop,dance pop,0.56,0.81,2,1,0.05,0.01,0.08,0.5,129.98,247385
39,5Vwgf4MVO0vLv8fbxaGGiW,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,55,0TLVzJLOGaY5j7UdKskpMx,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,Pop Remix,pop,dance pop,0.73,0.82,11,0,0.05,0.0,0.1,0.68,124.02,218015
40,5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,37vNU8L52IJZuO7e9hqBd9,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,pop,dance pop,0.85,0.77,5,1,0.05,0.01,0.2,0.59,124.01,200444
41,6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,4wquJImu8RtyEuDtIAsfcE,Higher Love,2019-06-28,Pop Remix,pop,dance pop,0.69,0.68,8,1,0.03,0.02,0.1,0.4,103.95,228267
42,2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,62,6k63cIUizpLu0h5hhIg8LG,Unlove You,2019-10-18,Pop Remix,pop,dance pop,0.68,0.93,3,0,0.06,0.03,0.14,0.66,116.89,150160
43,3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,83,6lMlX68jJrx67hiCqdiDvW,bad guy (with Justin Bieber),2019-07-11,Pop Remix,pop,dance pop,0.67,0.45,0,1,0.3,0.25,0.12,0.68,135.06,194840
44,478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,6sOIjQyLBuivHFkEBttj5J,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,pop,dance pop,0.76,0.93,1,0,0.06,0.13,0.09,0.29,122.04,177466
45,3C4fzUgIP3ahkhOBdP38GM,Heaven Can Wait - The Aston Shuffle Remix,Sia,61,6fUjIqkNJY56xS62ild7D1,Heaven Can Wait (The Aston Shuffle Remix),2019-05-24,Pop Remix,pop,dance pop,0.62,0.86,5,1,0.06,0.0,0.09,0.44,121.97,218373
46,2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,56,13u5uffEUZZBoaI5kn5Zqd,When It Comes To You (Remixes),2019-10-25,Pop Remix,pop,dance pop,0.79,0.89,10,0,0.17,0.05,0.22,0.41,121.96,144073
47,79zGYOcAe2VmJsyQiJX31a,Gone - The Wild Remix,Charli XCX,57,2QVWSdvejmRHBaK1mroxPL,Gone (The Wild Remix),2019-08-09,Pop Remix,pop,dance pop,0.64,0.84,6,1,0.04,0.06,0.04,0.59,124.08,193861
48,6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,56,2oUf4rrrptVC50h75WzjmI,American Boy (Brooks Remix),2019-06-14,Pop Remix,pop,dance pop,0.61,0.76,5,0,0.11,0.1,0.2,0.53,128.08,200625
49,08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,4lzn3ikjb2HPZM6U6Y1IRL,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,pop,dance pop,0.64,0.99,4,0,0.06,0.08,0.11,0.48,123.95,166237
50,1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,56,2gGMD56Y8DAvIzpoYfA014,joy. (R3HAB Remix),2019-01-25,Pop Remix,pop,dance pop,0.75,0.81,0,0,0.06,0.09,0.11,0.48,120.04,171500
51,5rxKInBVj0QE87KenyDiLf,Crash Into Me - Settle Down Steavis Aoki Remix,Steve Aoki,34,6GXIqRarFMaBWoF4N33foM,Crash Into Me (Settle Down Steavis Aoki Remix),2019-11-12,Pop Remix,pop,dance pop,0.54,0.96,1,0,0.03,0.0,0.26,0.12,127.98,266719
52,3kgKVcBpBGuSeaEC0AZGlb,Old Town Road - Diplo Remix,Lil Nas X,74,66FxETmTBazRMZNbvGtGQl,Old Town Road (Diplo Remix),2019-04-29,Pop Remix,pop,dance pop,0.77,0.77,6,1,0.06,0.0,0.11,0.3,140.04,204027
53,5qCrT9lVmIGxqB8i6bb83P,Lovers + Strangers - GATTÜSO Remix,Starley,46,3BnKoWIFRdfjSmxfQPOHuK,Lovers + Strangers (GATTÜSO Remix),2019-11-15,Pop Remix,pop,dance pop,0.65,0.82,10,0,0.05,0.02,0.07,0.39,125.98,203968
54,3Lv3frZVXU7Q0JEFvLIzWW,Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,63,7g15PlMnaKmFMUsSpR8aZt,Promises (with Sam Smith) [Remixes],2018-10-19,Pop Remix,pop,dance pop,0.59,0.7,3,0,0.04,0.19,0.1,0.22,125.16,190417
55,2bZYJvVRN5EqIvAUFhUNls,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,55,04MEXjH1XyMV7O0IWDXN5p,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,pop,dance pop,0.36,0.79,5,0,0.16,0.01,0.04,0.17,80.44,237686
56,3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,52,1UmAfO69MdjI20N6etueHb,What Am I (SONDR Remix),2019-11-01,Pop Remix,pop,dance pop,0.54,0.84,0,0,0.04,0.03,0.28,0.51,118.02,180361
57,1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,67,1ZmJJdNN2BAnVqoiU4xtZe,Cool Kids,2019-11-01,Pop Remix,pop,dance pop,0.74,0.5,8,1,0.05,0.42,0.13,0.12,126.1,139048
58,5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,63,4shNfMW19y4WnkuhCHum19,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],2019-08-09,Pop Remix,pop,dance pop,0.75,0.84,6,0,0.04,0.0,0.09,0.46,124.0,279800
59,6wKJjrWWP4qpzYbE8oQkc4,All Star - Breathe Carolina Remix,Smash Mouth,60,5lsHOl5P5mWLHeslZCLSaQ,All Star (Breathe Carolina Remix),2019-08-23,Pop Remix,pop,dance pop,0.75,0.9,3,0,0.04,0.03,0.11,0.75,115.02,217043
60,6EDH26ppl7R8oV4tGilCkS,Trampoline - Dave Audé Remix,SHAED,45,2ms8D5cy72qBtVnxKlXtP3,Melt (Deluxe),2019-12-27,Pop Remix,pop,dance pop,0.61,0.96,7,0,0.1,0.02,0.07,0.5,125.98,230476
61,4RaN7556EogBfF80klMEX2,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,58,5DInvPwtc0gzZuZjpu1BHc,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],2019-07-11,Pop Remix,pop,dance pop,0.61,1.0,9,0,0.05,0.09,0.04,0.66,125.0,188640
62,1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,51,5cHgBxHHpJLjMWGBBiJEVJ,With You - The Remixes,2019-09-12,Pop Remix,pop,dance pop,0.68,0.79,1,0,0.13,0.12,0.22,0.47,126.09,196613
63,4fDBElPGDqZQ3rJorZTm2w,Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,58,393WHbcQ36YL7O87MqYZzJ,Safety (The Dark Heart Remixes) (feat. DJ Snake),2019-11-15,Pop Remix,pop,dance pop,0.71,0.8,5,0,0.03,0.02,0.33,0.29,124.02,210000
64,6AZ21kPj2a0INgf3uCviVu,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,56,6KGnQuHVrsfblNq0ekXp3y,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],2018-09-28,Pop Remix,pop,dance pop,0.69,0.86,2,1,0.09,0.06,0.24,0.45,121.98,187869
65,3uXHSf9sSIpOJWuC1H8DiU,Talk - Disclosure VIP,Khalid,60,3zKB8eOzx6nPOnKUf0A4CS,Talk (Disclosure VIP),2019-03-27,Pop Remix,pop,dance pop,0.78,0.87,4,0,0.2,0.02,0.04,0.56,128.96,273229
66,4Q9iBGT9b9CVTtDwsgQWnl,Spicy - Majestic Remix,Herve Pagez,48,1PbOvsQE07RzhUzeaZTldw,Spicy (with Diplo & Charli XCX) [Remixes],2019-10-11,Pop Remix,pop,dance pop,0.81,0.84,11,1,0.08,0.0,0.02,0.96,121.98,255861
67,6LCsZ8ARrIq0n9nr6gM2ru,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,56,7kDHIbujnNBfCxe0KhYkZ3,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],2019-10-04,Pop Remix,pop,dance pop,0.78,0.78,8,1,0.04,0.04,0.02,0.46,124.99,216714
68,27F9FlipD657qYRQT3qxFm,Treehouse - R3HAB Remix,James Arthur,56,6T3Bfp49DNsclv7kq9eqP2,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,pop,dance pop,0.37,0.78,6,1,0.15,0.01,0.05,0.29,88.01,192653
69,6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,65,00wIfIEWOqJ2RFrRazVl0i,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2018-02-09,Pop Remix,pop,dance pop,0.61,0.83,6,0,0.08,0.2,0.03,0.6,117.83,238451
70,05CwHjIk71RXVU40boRMnR,Call You Mine,The Chainsmokers,39,1ONuDpN0a3zhCUyKCgtuzK,World War Joy,2019-05-31,Dance Pop,pop,dance pop,0.59,0.7,7,1,0.03,0.22,0.41,0.5,104.0,217653
71,0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,83,41S9bfzXTSGK4HU2mp5qXH,Magnets EP,2019-05-24,Dance Pop,pop,dance pop,0.59,0.64,7,1,0.12,0.08,0.1,0.65,107.36,174444
72,5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,6NHS3hV16MZyfcp0nSHdrd,Here With Me,2019-03-08,Dance Pop,pop,dance pop,0.79,0.56,5,0,0.04,0.06,0.16,0.18,99.96,156347
73,6GIRtKNXokeu25nn7U6Hu8,Easier - Seeb Remix,5 Seconds of Summer,71,1N3m1ZId0DMGaCN83haJLs,Easier (Seeb Remix),2019-07-12,Dance Pop,pop,dance pop,0.56,0.75,5,1,0.06,0.07,0.15,0.72,97.88,165767
74,4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,81,5AXNN75OmMjFrwst6ExNPx,Sixteen,2019-04-12,Dance Pop,pop,dance pop,0.67,0.8,8,1,0.14,0.27,0.06,0.54,109.92,201072
75,5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,3KjXg0MDej2pG9fv6I22lT,Never Really Over,2019-05-31,Dance Pop,pop,dance pop,0.77,0.88,8,1,0.06,0.19,0.32,0.38,99.99,223523
76,4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,76,0xLM3GiU0ZSstvhmeV0hmf,All You Need To Know (feat. Calle Lehmann),2019-03-27,Dance Pop,pop,dance pop,0.51,0.79,0,1,0.04,0.01,0.11,0.23,139.99,238459
77,5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),NOTD,71,0G0ho2sdOWIRRAh1PDTVFd,I Miss Myself (with HRVY),2019-05-03,Dance Pop,pop,dance pop,0.72,0.86,0,1,0.21,0.09,0.16,0.66,96.05,191612
78,3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,05Bru0ZVTxp4orAyrZIA77,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,pop,dance pop,0.79,0.86,5,1,0.04,0.22,0.34,0.49,110.01,173455
79,6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67,1JawI0XkEwmQ5Bwef3RMbq,World War Joy...Takeaway,2019-07-24,Dance Pop,pop,dance pop,0.29,0.5,3,1,0.04,0.12,0.1,0.36,85.33,209893
80,3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,74,4x79GTZCS7XsmxK9qxxMmV,All the Time,2019-06-21,Dance Pop,pop,dance pop,0.66,0.8,6,0,0.06,0.18,0.12,0.5,101.98,228112
81,4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,81,6gPZmYBSipug1asf4zu9jh,What I Like About You (feat. Theresa Rex),2019-03-22,Dance Pop,pop,dance pop,0.46,0.8,1,1,0.05,0.29,0.12,0.55,102.46,220396
82,1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,71,03Rd91m56yw4XklwHF9FHq,With You,2019-06-14,Dance Pop,pop,dance pop,0.36,0.92,1,0,0.49,0.12,0.19,0.53,172.19,180840
83,1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75,3VCPQRcHVxiVaePlQ6TwoF,Body Back (feat. Maia Wright),2019-10-18,Dance Pop,pop,dance pop,0.69,0.83,8,1,0.04,0.09,0.18,0.49,123.03,214634
84,6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,73,3GTuto6NDtZegL6idSk183,Not Ok,2019-05-23,Dance Pop,pop,dance pop,0.62,0.66,11,0,0.04,0.03,0.32,0.41,105.0,210944
85,5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79,2BM5FQCILC33Va2jOZ11Mu,Ruin My Life,2018-10-18,Dance Pop,pop,dance pop,0.66,0.7,11,1,0.06,0.42,0.1,0.58,124.9,190932
86,18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),NOTD,74,2xqSl9X8ulJayI0KxABaLV,I Wanna Know (feat. Bea Miller),2018-03-16,Dance Pop,pop,dance pop,0.66,0.72,6,1,0.06,0.03,0.12,0.6,119.93,197939
87,3D37T7euWvVJ45evRmriIh,Better With You,3LAU,63,4CoLHunP23dUcORSP1Nfzb,Better With You,2019-03-01,Dance Pop,pop,dance pop,0.57,0.75,3,1,0.03,0.02,0.11,0.25,102.04,192941
88,3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,79,1Z7WbPmn7QFoJ2DrNfEehz,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019-04-19,Dance Pop,pop,dance pop,0.59,0.7,9,0,0.08,0.38,0.13,0.27,121.8,215316
89,6XqvFyJGdUD5IWee02ARKU,Polaroid,Jonas Blue,16,6x8gRx7RDvPckYBzPodW8w,Blue,2018-11-09,Dance Pop,pop,dance pop,0.65,0.9,7,0,0.04,0.29,0.07,0.47,114.04,193377
90,575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75,3ynoYncFXzo2OfPT8j93Pw,Lost In Japan (Remix),2018-09-27,Dance Pop,pop,dance pop,0.71,0.86,10,1,0.22,0.09,0.35,0.29,107.18,201253
91,70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,75,60xcVwuQJAOyu11xf9mObS,ASCEND,2019-08-16,Dance Pop,pop,dance pop,0.4,0.81,2,1,0.05,0.2,0.11,0.11,148.04,220730
