track_id,track_name,track_artist,track_popularity,track_album_name,track_album_release_date,playlist_name,playlist_genre,playlist_subgenre,danceability,energy,key,speechiness,acousticness,liveness,valence,tempo,duration_ms
3Ciaf6WgvG95TGRGxQ1yO8,All Around The World (La La La) - Marnik Remix,R3HAB,64,All Around The World (La La La) [Marnik Remix],2019-08-23,Pop Remix,pop,dance pop,0.7,0.9,9,0.0,0.1,0.1,0.7,135.02,170667
1mC2UjWt25Oixtqu7C6suL,Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,David Guetta,62,Don't Leave Me Alone (feat. Anne-Marie) [EDX's Indian Summer Remix],2019-05-08,Pop Remix,pop,dance pop,0.7,0.8,4,0.1,0.0,0.1,0.3,123.94,210968
2wenGTypSYHXl1sN1pNC7X,Slow Dance (feat. Ava Max) - Sam Feldt Remix,AJ Mitchell,70,Slow Dance (feat. Ava Max) [Sam Feldt Remix],2019-10-25,Pop Remix,pop,dance pop,0.7,0.8,1,0.0,0.1,0.0,0.4,124.02,193548
4sqABRRGU7CzcHXCyxUzFw,Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,The Chainsmokers,58,Do You Mean - The Remixes (feat. Ty Dolla $ign & bülow),2019-05-24,Pop Remix,pop,dance pop,0.6,0.9,11,0.0,0.0,0.4,0.4,110.02,205093
5dy3WUywjZcalTno1io8TQ,Hold Me While You Wait - Steve Void Remix,Lewis Capaldi,63,Hold Me While You Wait (Steve Void Remix),2019-06-21,Pop Remix,pop,dance pop,0.7,0.8,11,0.0,0.1,0.3,0.5,124.93,172800
2M9GeaCQXrV12J0wzBxIwi,One Thing Right - Firebeatz Remix,Marshmello,66,One Thing Right (Remixes),2019-08-09,Pop Remix,pop,dance pop,0.7,0.9,1,0.0,0.0,0.0,0.3,126.0,192381
4OFFY6L5ywYM1TwhXX69wQ,So Am I - Toby Green Remix,Ava Max,62,So Am I (Toby Green Remix),2019-05-23,Pop Remix,pop,dance pop,0.6,0.9,6,0.1,0.0,0.1,0.4,128.0,166875
1aT7vltGhkjyMI3F3aO3A4,Mother - Fedde Le Grand Remix,Charlie Puth,56,Mother (Fedde Le Grand Remix),2019-11-01,Pop Remix,pop,dance pop,0.6,0.9,11,0.0,0.0,0.4,0.4,128.09,178125
4YaU1EjXIkdRdkOI4cCZys,Signs - Eden Prince Remix,Starley,56,Signs (Eden Prince Remix),2018-11-30,Pop Remix,pop,dance pop,0.7,0.8,0,0.1,0.1,0.4,0.5,121.99,172000
0Fc9QSMX6fgEBgDjUax7t7,Ruin My Life - Steve James Remix,Zara Larsson,58,Ruin My Life (Remixes),2018-11-23,Pop Remix,pop,dance pop,0.7,0.8,11,0.0,0.0,0.1,0.6,123.95,177097
7AasLZ4TYgh7dbJXZxcZVE,Torn - KREAM Remix,Ava Max,60,Torn (KREAM Remix),2019-09-05,Pop Remix,pop,dance pop,0.7,0.9,0,0.1,0.0,0.2,0.7,125.03,169935
7p4jpmyBnOpqQ3rSGJzZ7w,Quite Miss Home - Steve Void Remix,James Arthur,60,Quite Miss Home (Steve Void Remix),2019-11-22,Pop Remix,pop,dance pop,0.7,0.8,10,0.1,0.1,0.2,0.4,124.98,220413
4sLtguRBis05qfsBgJ1IdN,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,MAX,55,Love Me Less (Remixes),2019-06-21,Pop Remix,pop,dance pop,0.7,0.8,1,0.1,0.1,0.1,0.9,128.02,185273
508lUjbGcPrL0CfvHC7UvI,Happier - Matt Medved Remix,Marshmello,59,Happier (Remixes Pt. 2),2018-11-30,Pop Remix,pop,dance pop,0.8,0.8,5,0.1,0.1,0.1,0.8,122.03,170164
7FDaS1k08rwMoAThmzUkOZ,Side Effects - Fedde Le Grand Remix,The Chainsmokers,63,Side Effects - Remixes,2018-07-25,Pop Remix,pop,dance pop,0.6,0.9,0,0.0,0.0,0.4,0.7,126.03,172360
6m8SIT10j41SPpPFOknTmP,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],ILLENIUM,67,Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],2019-07-12,Pop Remix,pop,dance pop,0.6,0.8,2,0.1,0.0,0.1,0.5,129.98,247385
5Vwgf4MVO0vLv8fbxaGGiW,Paradise - Bazzi vs. Black Caviar Remix,Bazzi vs.,55,Paradise (Bazzi vs. Black Caviar Remix),2019-06-27,Pop Remix,pop,dance pop,0.7,0.8,11,0.0,0.0,0.1,0.7,124.02,218015
5scxjvcdozadBoRRN0UMaM,White Mercedes - EDX's Miami Sunset Remix,Charli XCX,56,White Mercedes (EDX's Miami Sunset Remix),2019-10-25,Pop Remix,pop,dance pop,0.8,0.8,5,0.0,0.0,0.2,0.6,124.01,200444
6oJ6le65B3SEqPwMRNXWjY,Higher Love,Kygo,87,Higher Love,2019-06-28,Pop Remix,pop,dance pop,0.7,0.7,8,0.0,0.0,0.1,0.4,103.95,228267
2tilX6FUl0IwFgiOYjuc6V,Unlove You,Armin van Buuren,62,Unlove You,2019-10-18,Pop Remix,pop,dance pop,0.7,0.9,3,0.1,0.0,0.1,0.7,116.89,150160
3yNZ5r3LKfdmjoS3gkhUCT,bad guy (with Justin Bieber),Billie Eilish,83,bad guy (with Justin Bieber),2019-07-11,Pop Remix,pop,dance pop,0.7,0.5,0,0.3,0.3,0.1,0.7,135.06,194840
478QYNLw6dhTTx4oEkhBeq,Freaking Me Out - Keanu Silva Remix,Ava Max,55,Freaking Me Out (Keanu Silva Remix),2019-11-01,Pop Remix,pop,dance pop,0.8,0.9,1,0.1,0.1,0.1,0.3,122.04,177466
3C4fzUgIP3ahkhOBdP38GM,Heaven Can Wait - The Aston Shuffle Remix,Sia,61,Heaven Can Wait (The Aston Shuffle Remix),2019-05-24,Pop Remix,pop,dance pop,0.6,0.9,5,0.1,0.0,0.1,0.4,121.97,218373
2k4c9ZAlIYHyXiJ4i20FO7,When It Comes To You - Benny Benassi & BB Team Remix,Sean Paul,56,When It Comes To You (Remixes),2019-10-25,Pop Remix,pop,dance pop,0.8,0.9,10,0.2,0.1,0.2,0.4,121.96,144073
79zGYOcAe2VmJsyQiJX31a,Gone - The Wild Remix,Charli XCX,57,Gone (The Wild Remix),2019-08-09,Pop Remix,pop,dance pop,0.6,0.8,6,0.0,0.1,0.0,0.6,124.08,193861
6B2NRQjtSOtqi67d72r5cx,American Boy - Brooks Remix,Estelle,56,American Boy (Brooks Remix),2019-06-14,Pop Remix,pop,dance pop,0.6,0.8,5,0.1,0.1,0.2,0.5,128.08,200625
08rBIlTMXlF5uEHobZglxv,Million Pieces - M-22 Remix,Bastille,53,Million Pieces (M-22 Remix),2019-09-27,Pop Remix,pop,dance pop,0.6,1.0,4,0.1,0.1,0.1,0.5,123.95,166237
1BmdqDrBU5eohtRwHBls6C,joy. (R3HAB Remix),for KING & COUNTRY,56,joy. (R3HAB Remix),2019-01-25,Pop Remix,pop,dance pop,0.8,0.8,0,0.1,0.1,0.1,0.5,120.04,171500
3kgKVcBpBGuSeaEC0AZGlb,Old Town Road - Diplo Remix,Lil Nas X,74,Old Town Road (Diplo Remix),2019-04-29,Pop Remix,pop,dance pop,0.8,0.8,6,0.1,0.0,0.1,0.3,140.04,204027
3Lv3frZVXU7Q0JEFvLIzWW,Promises (with Sam Smith) - David Guetta Remix,Calvin Harris,63,Promises (with Sam Smith) [Remixes],2018-10-19,Pop Remix,pop,dance pop,0.6,0.7,3,0.0,0.2,0.1,0.2,125.16,190417
2bZYJvVRN5EqIvAUFhUNls,Flames (with ZAYN) - R3HAB & Skytech VIP Remix,R3HAB,55,Flames (with ZAYN) (R3HAB & Skytech VIP Remix),2019-12-12,Pop Remix,pop,dance pop,0.4,0.8,5,0.2,0.0,0.0,0.2,80.44,237686
3utdq3dPLVD4r7Vv9BnCAI,What Am I - SONDR Remix,Why Don't We,52,What Am I (SONDR Remix),2019-11-01,Pop Remix,pop,dance pop,0.5,0.8,0,0.0,0.0,0.3,0.5,118.02,180361
1ppOGANOzMT01Cxh9jx4hN,Cool Kids,Olympis,67,Cool Kids,2019-11-01,Pop Remix,pop,dance pop,0.7,0.5,8,0.1,0.4,0.1,0.1,126.1,139048
5Shjuje8PRcX7ueEVajrLH,Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,DJ Snake,63,Loco Contigo (with J. Balvin & Tyga) [Cedric Gervais Remix],2019-08-09,Pop Remix,pop,dance pop,0.8,0.8,6,0.0,0.0,0.1,0.5,124.0,279800
6wKJjrWWP4qpzYbE8oQkc4,All Star - Breathe Carolina Remix,Smash Mouth,60,All Star (Breathe Carolina Remix),2019-08-23,Pop Remix,pop,dance pop,0.7,0.9,3,0.0,0.0,0.1,0.8,115.02,217043
4RaN7556EogBfF80klMEX2,Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,David Guetta,58,Stay (Don't Go Away) [feat. Raye] [Mark Knight Remix],2019-07-11,Pop Remix,pop,dance pop,0.6,1.0,9,0.0,0.1,0.0,0.7,125.0,188640
1nwoWaqzB30bD4IPqRNuex,With You - Dexter Remix,Kaskade,51,With You - The Remixes,2019-09-12,Pop Remix,pop,dance pop,0.7,0.8,1,0.1,0.1,0.2,0.5,126.09,196613
4fDBElPGDqZQ3rJorZTm2w,Safety (feat. DJ Snake) - Dark Heart 2am Mix,GASHI,58,Safety (The Dark Heart Remixes) (feat. DJ Snake),2019-11-15,Pop Remix,pop,dance pop,0.7,0.8,5,0.0,0.0,0.3,0.3,124.02,210000
6AZ21kPj2a0INgf3uCviVu,Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,Bazzi vs.,56,Beautiful (feat. Camila Cabello) [Bazzi vs. EDX's Ibiza Sunrise Remix],2018-09-28,Pop Remix,pop,dance pop,0.7,0.9,2,0.1,0.1,0.2,0.5,121.98,187869
3uXHSf9sSIpOJWuC1H8DiU,Talk - Disclosure VIP,Khalid,60,Talk (Disclosure VIP),2019-03-27,Pop Remix,pop,dance pop,0.8,0.9,4,0.2,0.0,0.0,0.6,128.96,273229
6LCsZ8ARrIq0n9nr6gM2ru,Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,Mark Ronson,56,Don't Leave Me Lonely (feat. Yebba) [Claptone Remix],2019-10-04,Pop Remix,pop,dance pop,0.8,0.8,8,0.0,0.0,0.0,0.5,124.99,216714
27F9FlipD657qYRQT3qxFm,Treehouse - R3HAB Remix,James Arthur,56,Treehouse (R3HAB Remix),2019-09-13,Pop Remix,pop,dance pop,0.4,0.8,6,0.2,0.0,0.1,0.3,88.01,192653
6B9cqNooxIyPfr3P5EB8LA,Hearts Ain't Gonna Lie - Eden Prince Remix,Arlissa,65,"Hearts Ain't Gonna Lie (Remixes, Pt. 1)",2018-02-09,Pop Remix,pop,dance pop,0.6,0.8,6,0.1,0.2,0.0,0.6,117.83,238451
0qc4QlcCxVTGyShurEv1UU,Post Malone (feat. RANI),Sam Feldt,83,Magnets EP,2019-05-24,Dance Pop,pop,dance pop,0.6,0.6,7,0.1,0.1,0.1,0.7,107.36,174444
5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,83,Here With Me,2019-03-08,Dance Pop,pop,dance pop,0.8,0.6,5,0.0,0.1,0.2,0.2,99.96,156347
6GIRtKNXokeu25nn7U6Hu8,Easier - Seeb Remix,5 Seconds of Summer,71,Easier (Seeb Remix),2019-07-12,Dance Pop,pop,dance pop,0.6,0.7,5,0.1,0.1,0.2,0.7,97.88,165767
4PkIDTPGedm0enzdvilLNd,Sixteen,Ellie Goulding,81,Sixteen,2019-04-12,Dance Pop,pop,dance pop,0.7,0.8,8,0.1,0.3,0.1,0.5,109.92,201072
5PYQUBXc7NYeI1obMKSJK0,Never Really Over,Katy Perry,85,Never Really Over,2019-05-31,Dance Pop,pop,dance pop,0.8,0.9,8,0.1,0.2,0.3,0.4,99.99,223523
4Gcv5SsxnQWpmOnUI19EJk,All You Need To Know (feat. Calle Lehmann),Gryffin,76,All You Need To Know (feat. Calle Lehmann),2019-03-27,Dance Pop,pop,dance pop,0.5,0.8,0,0.0,0.0,0.1,0.2,139.99,238459
5YkmS18BehACOhIIeUqe6l,I Miss Myself (with HRVY),NOTD,71,I Miss Myself (with HRVY),2019-05-03,Dance Pop,pop,dance pop,0.7,0.9,0,0.2,0.1,0.2,0.7,96.05,191612
3vQhEd4lOg4mAV6CHCgoHW,South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,Ed Sheeran,65,South of the Border (feat. Camila Cabello & Cardi B) [Sam Feldt Remix],2019-10-04,Dance Pop,pop,dance pop,0.8,0.9,5,0.0,0.2,0.3,0.5,110.01,173455
6wo37KVqFJhtuxPTpLCcfe,Takeaway (feat. Lennon Stella),The Chainsmokers,67,World War Joy...Takeaway,2019-07-24,Dance Pop,pop,dance pop,0.3,0.5,3,0.0,0.1,0.1,0.4,85.33,209893
3OTSBoYKO7HzGVj8Bu2OH9,All the Time,Zara Larsson,74,All the Time,2019-06-21,Dance Pop,pop,dance pop,0.7,0.8,6,0.1,0.2,0.1,0.5,101.98,228112
4NSW0Km5ZG60L8FthUebPJ,What I Like About You (feat. Theresa Rex),Jonas Blue,81,What I Like About You (feat. Theresa Rex),2019-03-22,Dance Pop,pop,dance pop,0.5,0.8,1,0.0,0.3,0.1,0.6,102.46,220396
1xK7enJZVdv37fnnxoZlPq,With You,Kaskade,71,With You,2019-06-14,Dance Pop,pop,dance pop,0.4,0.9,1,0.5,0.1,0.2,0.5,172.19,180840
1z1XegUChLLQfcbtIK8ABn,Body Back (feat. Maia Wright),Gryffin,75,Body Back (feat. Maia Wright),2019-10-18,Dance Pop,pop,dance pop,0.7,0.8,8,0.0,0.1,0.2,0.5,123.03,214634
6aoGtdWXBkYQ2O2wnyIz2x,Not Ok,Kygo,73,Not Ok,2019-05-23,Dance Pop,pop,dance pop,0.6,0.7,11,0.0,0.0,0.3,0.4,105.0,210944
5tAa8Uaqr4VvA3693mbIhU,Ruin My Life,Zara Larsson,79,Ruin My Life,2018-10-18,Dance Pop,pop,dance pop,0.7,0.7,11,0.1,0.4,0.1,0.6,124.9,190932
18W92Zm1KjLCbUIszOhpkD,I Wanna Know (feat. Bea Miller),NOTD,74,I Wanna Know (feat. Bea Miller),2018-03-16,Dance Pop,pop,dance pop,0.7,0.7,6,0.1,0.0,0.1,0.6,119.93,197939
3D37T7euWvVJ45evRmriIh,Better With You,3LAU,63,Better With You,2019-03-01,Dance Pop,pop,dance pop,0.6,0.8,3,0.0,0.0,0.1,0.2,102.04,192941
3y3brCCecHC3Db18aIOnny,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",Kygo,79,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",2019-04-19,Dance Pop,pop,dance pop,0.6,0.7,9,0.1,0.4,0.1,0.3,121.8,215316
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75,Lost In Japan (Remix),2018-09-27,Dance Pop,pop,dance pop,0.7,0.9,10,0.2,0.1,0.3,0.3,107.18,201253
70YPzqSEwJvAIQ6nMs1cjY,In Your Arms (with X Ambassadors),ILLENIUM,75,ASCEND,2019-08-16,Dance Pop,pop,dance pop,0.4,0.8,2,0.0,0.2,0.1,0.1,148.04,220730
7Ht0v0LWBCOEjmNQ0iMpNr,I'm Not Alright,Loud Luxury,55,I'm Not Alright,2019-07-12,Dance Pop,pop,dance pop,0.9,0.9,4,0.0,0.1,0.5,0.7,121.99,185062
2b1BwUGGyKq0CoJd8G1B6M,Harder,Jax Jones,62,Snacks,2019-07-12,Dance Pop,pop,dance pop,0.9,0.8,5,0.1,0.1,0.2,0.8,104.03,159753
09IStsImFySgyp0pIQdqAc,The Middle,Zedd,84,The Middle,2018-01-23,Dance Pop,pop,dance pop,0.8,0.7,7,0.0,0.2,0.1,0.4,107.01,184732
1lGVyEkGHUz7Pg78QGaS4a,Wanted,NOTD,70,Wanted,2019-09-27,Dance Pop,pop,dance pop,0.7,0.7,5,0.1,0.2,0.1,0.4,95.97,160998
1vsQb8n0icvMsFnL9663LM,Need Your Love (with Noah Kahan),Gryffin,70,Gravity,2019-10-24,Dance Pop,pop,dance pop,0.6,0.8,0,0.0,0.2,0.2,0.5,104.1,205787
6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,74,Good Things Fall Apart (with Jon Bellion),2019-05-13,Dance Pop,pop,dance pop,0.6,0.6,2,0.0,0.0,0.1,0.4,144.03,216668
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85,Ivy To Roses (Mixtape),2019-01-18,Dance Pop,pop,dance pop,0.7,0.9,9,0.1,0.3,0.1,0.2,98.99,178480
1LjxmkW3xRQP2HzswhYyyc,Let It Be Me,Steve Aoki,52,Let It Be Me,2019-09-06,Dance Pop,pop,dance pop,0.7,0.8,7,0.1,0.1,0.1,0.4,114.1,224061
7FCZhkhzEUVNUAlGauNKIe,Lovers + Strangers,Starley,58,Lovers + Strangers,2019-10-11,Dance Pop,pop,dance pop,0.7,0.7,1,0.1,0.1,0.1,0.7,110.21,178501
2JoIjuzRplpYGvvLpSW2on,Sad Song (feat. TINI),Alesso,72,Sad Song (feat. TINI),2019-06-14,Dance Pop,pop,dance pop,0.7,0.7,0,0.0,0.1,0.3,0.6,110.02,154024
4PUWpNtDejQwwa80LjvxXl,Sleepless Nights,ayokay,64,In the Shape of a Dream,2018-08-31,Dance Pop,pop,dance pop,0.7,0.7,11,0.0,0.1,0.2,0.4,139.98,197880
1nufXiTCTTAeJfO9hLHvO8,Save Me Tonight,ARTY,63,Save Me Tonight,2019-01-25,Dance Pop,pop,dance pop,0.6,0.9,5,0.0,0.0,0.1,0.4,125.85,170079
1NDxZ7cFAo481dtYWdrUnR,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,77,Pretty Girl (Cheat Codes X CADE Remix),2017-03-02,Dance Pop,pop,dance pop,0.7,0.9,7,0.0,0.2,0.1,0.7,121.03,193613
1ahVFh0ViDZr8LvkEVlq3B,No Sleep (feat. Bonn),Martin Garrix,76,No Sleep (feat. Bonn),2019-02-21,Dance Pop,pop,dance pop,0.4,0.6,11,0.0,0.1,0.1,0.3,128.13,207095
0Ev562zA4pmUsBqjxsxxdx,Feel Good (feat. Daya),Gryffin,74,Feel Good (feat. Daya),2017-03-03,Dance Pop,pop,dance pop,0.6,0.7,2,0.0,0.2,0.2,0.5,138.06,248156
5l8AUgBTWuOECwVgYtaUyE,Endless Summer,Cashae,56,Endless Summer,2019-07-12,Dance Pop,pop,dance pop,0.6,0.7,4,0.1,0.0,0.1,0.3,101.09,202072
35MKhw2YBKApmD7fAnPERC,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,77,Faith (with Dolly Parton) [feat. Mr. Probz],2019-10-25,Dance Pop,pop,dance pop,0.5,0.8,8,0.0,0.1,0.1,0.7,118.12,186805
3Kuu5vASpXK8oRsxOvau6P,Think About You,Kygo,71,Think About You,2019-02-14,Dance Pop,pop,dance pop,0.7,0.6,10,0.0,0.2,0.1,0.2,123.97,208567
7KW3XQV5Or5CF57MYVj5h4,Party For One,Carly Rae Jepsen,64,Dedicated,2019-05-17,Dance Pop,pop,dance pop,0.7,0.6,6,0.0,0.0,0.1,0.5,123.45,184533
3M9Apu4OZfylLTFKvgEtKa,Ritual,Tiësto,82,Ritual,2019-05-31,Dance Pop,pop,dance pop,0.6,0.7,3,0.1,0.2,0.1,0.8,115.0,198996
5N4erncE7kuUccm7zEmwzk,Electricity (with Dua Lipa),Silk City,81,Electricity (with Dua Lipa),2018-09-06,Dance Pop,pop,dance pop,0.6,0.7,0,0.0,0.0,0.3,0.5,118.16,238173
1kQhi22kyluRCnIPAXtxEZ,I Found You (with Calvin Harris),benny blanco,62,FRIENDS KEEP SECRETS,2018-12-07,Dance Pop,pop,dance pop,0.8,0.9,6,0.0,0.0,0.2,0.4,122.99,189165
4AkCyd9Nlbt8JprQq9V6o2,All Comes Back To You,R3HAB,72,All Comes Back To You,2019-10-25,Dance Pop,pop,dance pop,0.7,0.8,4,0.1,0.5,0.1,0.5,128.02,160312
01iyINEYgPQ7ThMZuHUsqS,First Love,Lost Kings,58,First Love,2017-10-13,Dance Pop,pop,dance pop,0.6,0.9,5,0.4,0.0,0.1,0.6,94.38,207428
6BwClo5W3VvTzJv8bvZXDD,Something Real,Armin van Buuren,65,Something Real,2019-07-12,Dance Pop,pop,dance pop,0.6,0.8,1,0.0,0.0,0.1,0.2,127.92,179531
108r6pnZHStBIktpyyps9w,TIME,Alesso,64,ALESSO MIXTAPE - PROGRESSO VOLUME 1,2019-03-08,Dance Pop,pop,dance pop,0.8,0.8,5,0.1,0.0,0.3,0.7,119.97,166000
24Hzd4FPhz0HPx9jhM9cap,Something About You (with Rudimental),Elderbrook,53,Distinction EP,2019-08-09,Dance Pop,pop,dance pop,0.8,0.6,6,0.2,0.6,0.2,0.7,107.04,203200
4aTtHoSBB0CuQGA6vXBNyp,Home (feat. Bonn),Martin Garrix,72,Home (feat. Bonn),2019-08-16,Dance Pop,pop,dance pop,0.5,0.6,8,0.0,0.1,0.1,0.2,128.11,239067
6y1UtRcHQU07aUs3oxZ8Yn,Sorry,Joel Corry,75,Sorry,2019-04-05,Dance Pop,pop,dance pop,0.7,0.8,8,0.1,0.1,0.3,0.8,125.0,188640
54z0kLF0skj0Hdb9wCqPJt,Spicy (with Diplo & Charli XCX),Herve Pagez,60,Spicy (with Diplo & Charli XCX),2019-05-30,Dance Pop,pop,dance pop,0.8,0.8,8,0.1,0.1,0.1,0.5,109.99,157159
6uBhi9gBXWjanegOb2Phh0,Stay,Zedd,79,Stay,2017-02-23,Dance Pop,pop,dance pop,0.7,0.6,5,0.1,0.3,0.1,0.5,102.04,210091
1Pe3Tnahd3nNcKrTvNvNvW,Million Voices,Armin van Buuren,60,Balance,2019-10-25,Dance Pop,pop,dance pop,0.5,0.9,3,0.1,0.0,0.1,0.2,126.11,187150
4w8niZpiMy6qz1mntFA5uM,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,83,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",2018-09-28,Dance Pop,pop,dance pop,0.8,0.8,8,0.2,0.2,0.1,0.6,95.88,212500
